book_idx,Book-Title,Book-Author
17346,Sirens,Eric Van Lustbader
17558,Dead Zone,Stephen King
22799,I Am Fifteen--And I Don't Want to Die,Christine Arnothy
34119,The Stephen King Universe,Stan Wiater
17853,The Takeover,Stephen W. Frey
20801,Rubyfruit Jungle,Rita Mae Brown
26615,OUT OF THE SILENT PLANET,C.S. Lewis
24545,Assignment In Eternity,Robert A. Heinlein
24683,METHUSELAH'S CHILDREN,Robert A. Heinlein
16407,Rules II: More Rules to Live and Love By,Ellen Fein
3597,Fire Bringer,David Clement-Davies
27301,"Dragonsong (Harper Hall Trilogy, Volume 1)",Anne McCaffrey
30729,Thoroughly Kissed,Kristine Grayson
34244,"Demon Diary, Book 1",Lee Chi Hyong
29929,Dorsai! (Childe Cycle),Gordon R. Dickson
8778,"Man For Mom (By The Year 2000: Marriage) (Harlequin Superromance, 826)",Sherry Lewis
9211,"Tyler #5: Blazing Star (Tyler, No 5)",Suzanne Ellison
9212,"Tyler #6: Sunshine (Tyler, No 6)",Pat Warren
24735,HOLLYWOOD KIDS,Jackie Collins
28441,The Stay-At-Home Mom's Guide to Making Money: How to Create the Business That's Right for You Using the Skills and Interests You Already Have,Liz Folger
8179,Abracadaver,Ralph M. McInerny
15738,The Cheshire Cat's Eye,Marcia Muller
17220,Parson's Pleasure,Mollie Hardwick
36245,Etica para Amador (Ariel),Fernando Savater
23128,"I Thought My Soul Would Rise and Fly: The Diary of Patsy, a Freed Girl (Dear America)",Joyce Hansen
16149,Kids are Punny : Jokes Sent by Kids to the Rosie O'Donnell Show,Rosie O'Donnell
1214,The Celluloid Closet: Homosexuality in the Movies,Vito Russo
14091,Pattern Recognition,William Gibson
16865,The China Bride,Mary Jo Putney
21722,Homeland (The Crown Family Saga 1890-1900),John Jakes
25542,A GATHERING OF SAINTS,Christopher Hyde
2571,Rohan Criena : Delinquents(Film Tie-in),FOREWORD BY BARRETT REID CRIENA ROHAN
20914,"Special Christmas (Sweet Valley High, Super Edition, No 2)",Francine Pascal
20298,What We Did on Our Holiday,John Harding
34469,On Foot Through Africa,Ffyona Campbell
24014,Sentimental Journey,Jill Barnett
25279,The Wild One,Melinda Metz
2435,The Deptford Trilogy (King Penguin S.),Robertson Davies
17432,The Return of Merlin,Deepak Chopra
897,Summer,Edith Wharton
24857,Toilet Training in Less Than A Day,Nathan Azrin
28244,The Book of Shadows: A Woman's Journey into the Wisdom of Witchcraft and the Magic of the Goddess,Phyllis Curott
33412,"Dream Country (Sandman, Book 3)",Neil Gaiman
484,Don Quixote,Miguel de Cervantes
4555,The Glass Bead Game: (Magister Ludi),Hermann Hesse
4685,The Journey to the East,Hermann Hesse
17352,No Longer at Ease,Chinua Achebe
18772,Diary of a Madman,Nikolai Vasilevich Gogol
18955,The Loneliness of the Long-Distance Runner (Plume Contemporary Fiction),Alan Sillitoe
26293,Snow Country,Yasunari Kawabata
29625,Read Japanese Today,Len Walsh
29641,Steppenwolf,Hermann Hesse
31505,Tales of Ordinary Madness,Charles Bukowski
19232,Hamlet (Dover Thrift Editions),William Shakespeare
2633,The Portable North American Indian Reader (Viking Portable Library),Frederick W. Turner
5358,Nantucket Nights,Elin Hilderbrand
34598,"My Cat's Not Fat, He's Just Big-Boned",Nicole Hollander
33400,Barnyard Dance! (Boynton on Board),Sandra Boynton
6962,The Last Full Measure (Ballantine Reader's Circle),Jeff Shaara
35331,Ignaz oder Die VerschwÃ?Â¶rung der Idioten. Roman.,John Kennedy Toole
11978,The Heartsong of Charging Elk,James Welch
11933,The Anatomist,Federico Andahazi
15107,Black and Blue Magic,Zilpha Keatley Snyder
15363,Romeo and Juliet West Side Story,William Shakespeare
27923,Young Miles,Lois Bujold
1514,One More for the Road,Ray Bradbury
2032,Mrs. Piggle-Wiggle,Betty MacDonald
2351,On the Road (Modern Classics S.),Jack Kerouac
7233,Being Alexander,Nancy Sparling
14159,The Adventures of the Bailey School Kids Super Special #4:  Mrs. Jeepers in Outer Space,Debbie Dadey
22487,Standing in the Light: The Captive Diary of Catharine Carey Logan (Dear America),Mary Pope Osborne
22508,"When Will This Cruel War Be Over? The Civil War Diary of Emma Simpson, Gordonsville, Virginia, 1864 (Dear America)",Barry Denenberg
22739,Little Women,Louisa May Alcott
22935,Pirates Don't Wear Pink Sunglasses (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey
22961,"Gremlins Don't Chew Bubble Gum (The Bailey School Kids, Book 13)",Debbie Dadey
23018,"Martians Don't Take Temperatures (Adventures of the Bailey School Kids, 18)",Debbie Dadey
23127,"Bigfoot Doesn't Square Dance (Adventures of the Bailey School Kids, 25)",Debbie Dadey
23849,"SPYING EYES: SABRINA, THE TEENAGE WITCH #14",Nancy Holder
23988,The Worm Tunnel: Finnegan Zwake #2 (Finnegan Zwake),Michael Dahl
31514,I Want to Live,L. MacDaniels
32349,Samantha Learns a Lesson: A School Story (American Girls Collection (Paper)),Susan S. Adler
32350,Kirsten's Surprise: A Christmas Story (The American Girls Collection),Janet Shaw
32352,"Happy Birthday, Kirsten: A Springtime Story (American Girls Collection)",Janet Beeler Shaw
33370,Meet Addy: An American Girl (American Girls Collection (Paper)),Connie Porter
33371,Addy's Surprise: A Christmas Story (The American Girls Collection),Connie Porter
33375,Josefina's Surprise: A Christmas Story (American Girls Collection (Paper)),Valerie Tripp
33376,"Happy Birthday, Josefina!: A Springtime Story (American Girls Collection (Paper))",Valerie Tripp
34297,Rembrandt's Whore: A Novel,Sylvie Matton
11927,Dancing Girls: And Other Stories,Margaret Atwood
28962,Blood and Money,Thomas Thompson
1180,Blue Angel : A Novel,Francine Prose
2463,Seize the Day (Penguin Great Books of the 20th Century),Saul Bellow
55,Red Leaves,Paullina Simons
72,Looking for Andrew McCarthy,Jenny Colgan
644,To Hell and Back: An Autobiography,Meat Loaf
4320,Tully,Paullina Simons
8022,Her baby secret  (baby times three),Victoria Pade
8033,The Family Plan,Gina Wilkins
8871,"Man With A Message (The Men Of Maple Hill) (Harlequin Superromance, No. 1056)",Muriel Jensen
7889,"Red Thunder Reckoning (Flesh and Blood) (Harlequin Intrigue Series, No. 657)",Sylvie Kurtz
23922,Duane's Depressed,Larry McMurtry
29012,Living the Simple Life: A Guide to Scaling Down and Enjoying More,Elaine St. James
16588,Mortal Allies,Brian Haig
14996,Drive Me Wild,Julie Ortolon
26897,Eating the Cheshire Cat: A Novel,Helen Ellis
33313,The Dragon's Tomb (Dungeons and Dragons Novels),D. J. Heinrich
25417,A Tangled Web: A Novel,Judith Michael
21882,Rise of Endymion,DAN SIMMONS
14537,Night Angel,Kate Green
1913,The Goddess in the Office : A Personal Energy Guide for the Spiritual Warrior at Work,Zsuzsanna E. Budapest
3864,The Little Prince,Antoine de Saint-ExupÃ©ry
4205,Trixie Belden and the Mystery of the Uninvited Guest,Kathryn Kenny
4206,Trixie Belden and the Mystery Off Old Telegraph Road (Mystery Off Old Telegraph Road),Kathryn Kenny
4229,The 7 Habits of Highly Effective Families: Building a Beautiful Family Culture in a Turbulent World,Stephen R. Covey
5580,Kiss the Girls,James Patterson
12917,The Target,Catherine Coulter
22069,Finding Mr. Right,EMILY CARMICHAEL
28471,Dr. Ernest Drake's Dragonology: The Complete Book of Dragons,Ernest Drake
32226,The Backyard Naturalist,Craig Tufts
33180,"The Expectant Father: Facts, Tips, and Advice for Dads-To-Be",Armin A. Brott
3616,Firebirds: An Anthology of Original Fantasy and Science Fiction,Diana Wynne Jones
3958,Middlemarch (Oxford World's Classics),George Eliot
3962,The Woman in White (Oxford World's Classics),Wilkie Collins
3975,Jane Eyre (Oxford World's Classics),Charlotte Bronte
5762,Tomorrow When the War Began,John Marsden
14306,Bad Baron's Daughter,Laura London
15610,Harp of Imach,Patricia C Wrede
24955,Borders of Infinity,Lois McMaster Bujold
33,The Piano Man's Daughter,Timothy Findley
3454,A Friend of the Earth,T. Coraghessan Boyle
19794,Cold Edge,Robert W. Walker
20097,Hitler's Daughter,Timothy B. Benford
21460,Fugitive Nights,Joseph Wambaugh
29733,The Copenhagen Papers: An Intrigue,Michael Frayn
35275,Die Versuchung.,David Baldacci
35289,GefÃ?Â¤lschtes GedÃ?Â¤chtnis.,John F. Case
35290,Epsilon.,David Ambrose
9862,Stuffed: Adventures of a Restaurant Family,Patricia Volk
27386,Transforming the Mind,Bstan-Dzin-Rgya-Mtsho
2275,Pandora (New Tales of the Vampires),Anne Rice
2297,Bluebeard's Egg,Margaret Atwood
2514,The Songlines,Bruce Chatwin
9896,Georgiana: Duchess of Devonshire (Modern Library (Paperback)),Amanda Foreman
10719,"Brother to Dragons, Companion to Owls",Jane Lindskold
15540,The Vampire Sextette,Marvin Kaye
17831,The Night Inside (Creed S.),Nancy Baker
31555,"Earth, Air, Fire, and Water: More Techniques of Natural Magic (Llewellyn's Practical Magick Series)",Scott Cunningham
34589,Nymph,Francesca Lia Block
4711,Cat in a Leopard Spot: A Midnight Louie Mystery (Midnight Louie Mysteries (Hardcover)),Carole Nelson Douglas
6862,Murder Manual (Harry James Denton Mysteries),Steven Womack
14952,Death of an Orchid Lover: A Joe Portugal Mystery (Joe Portugal Mystery),Nathan Walpow
15839,Killshot,Elmore Leonard
13797,Group: Six People in Search of a Life,Paul Solotaroff
10137,Unknown Man #89 (Unknown Man),Elmore Leonard
10812,War and Peas (Jane Jeffry Mysteries (Paperback)),Jill Churchill
14024,Anonymous Rex: A Detective Story,Eric Garcia
14039,Fried by Jury,Claudia Bishop
14660,Florida Straits: A Novel,Laurence Shames
15340,Harriet the Spy,Louise Fitzhugh
16955,Day of Atonement (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman
21163,Southern Discomfort,Rita Mae Brown
21341,Mum's the Word,Dorothy Cannell
30584,Murder on the Glitter Box,Steve Allen
147,Vegetarian Times Complete Cookbook,Lucy  Moll
3914,Malory: Complete Works,"Thomas, Sir Malory"
4717,Slant,Greg Bear
4724,Beggars and Choosers (Beggars Trilogy (also known as Sleepless Trilogy)),Nancy Kress
4812,The Awakeners: Northshore &amp; Southshore,Sheri S. Tepper
5261,Destination Unknown (St. Martin's Minotaur Mysteries),Agatha Christie
5976,Ship Who Sang,Anne McCaffrey
6845,Dragonlover's Guide to Pern,Jody Lynn Nye
9397,Family Man,Calvin Trillin
9478,Travels with Alice,Calvin Trillin
10359,A Fatal Attachment,Robert Barnard
10550,Sacred and Profane (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman
12137,The Republic of Dreams: A Reverie,G. Garfield Crimmins
14590,Bones and Silence (Dalziel and Pascoe Mysteries (Paperback)),Reginald Hill
14718,Pictures of Perfection: A Dalziel/Pascoe Mystery (Dalziel and Pascoe Mysteries (Paperback)),Reginald Hill
15452,Dune,Frank Herbert
16647,Death of Common Sense : How Law is Suffocating America,Phillip K Howard
16668,The Big Nowhere,James Ellroy
16990,Hellion,Bertrice Small
16995,"Mrs. Pollifax, Innocent Tourist (Mrs. Pollifax Mysteries (Paperback))",Dorothy Gilman
17163,Mrs. Pollifax and the Golden Triangle,Dorothy Gilman
19175,The Blue Fairy Book,Andrew Lang
20084,Moosewood Restaurant Low-Fat Favorites: Flavorful Recipes for Healthful Meals,Pam Krauss
20395,"The Diamond Age : or, A Young Lady's Illustrated Primer",Neal Stephenson
20452,Saint Leibowitz and the Wild Horse Woman,"Walter M., Jr Miller"
20627,The Pickwick Papers,Charles Dickens
21067,The Farthest Shore (Earthsea Trilogy (Paperback)),Ursula K. Le Guin
22420,The Tough Guide to Fantasyland,Diana Wynne Jones
23900,Star Trek Insurrection (Star Trek The Next Generation),Michael Piller
23982,"Infection (Star Trek The Next Generation: Double Helix, Book 1)",John Gregory Betancourt
23983,Vectors : Double Helix #2 (Star Trek: The Next Generation),Dean Wesley Smith
24011,"Double or Nothing (Star Trek The Next Generation: Double Helix, Book 5)",Peter David
25044,JOYS OF YIDDISH,Leo Rosten
25212,The Klingon Dictionary (Star Trek: All),Marc Okrand
25229,Reunion (Star Trek: The Next Generation),Michael Jan Friedman
25667,Crossover (Star Trek The Next Generation),Michael Jan Friedman
25709,The Cold Six Thousand: A Novel,James Ellroy
25757,"The Deluxe Transitive Vampire : A Handbook of Grammar for the Innocent, the Eager and the Doomed",KAREN ELIZABETH GORDON
26038,Dictionary of the Khazars (M) (Vintage International),MILORAD PAVIC
26155,Babel Tower,A. S. Byatt
26168,The Virgin in the Garden,A. S. Byatt
26670,STILL LIFE,A.S. Byatt
27911,The Battle of Betazed (Star Trek: The Next Generation),Susan Kearney
29711,"A Field Guide to Demons, Fairies, Fallen Angels and Other Subversive Spirits",Carol K. Mack
34602,Women in Their Beds: New and Selected Stories,Gina Berriault
36471,Il Piccolo Principe,Antoine De Saint-Exupery
11755,Voyager,DIANA GABALDON
33123,"The Tender Years (Prairie Legacy/Janette Oke, 1)",Janette Oke
12807,"Three Complete Novels: Lightning, the Face of Fear, the Vision",Dean R. Koontz
432,Downtown,Anne Rivers Siddons
32736,Full Circle,Karen Young
33241,Chicken Soup for the Soul,Jack Canfield
14051,Twelve Mile Limit,Randy Wayne White
16428,Day of Wrath,Larry Bond
18500,Tarmac,Lynne Heitman
19885,Under Fire,W. E. B. Griffin
24608,MEDITERR CAPER,Clive Cussler
1721,A Knight to Remember,Christina Dodd
4235,Another Monster at the End of This Book (Sesame Street),Jon Stone
4867,The Circle,David Poyer
5144,Romancing the Rogue (A Kenyon Family Novel),Barbara Dawson Smith
6369,Intimate Partners: Patterns in Love and Marriage,Maggie Scarf
8326,"Norman'S Heart (Harlequin Historical, No 311)",Molly Moore
8363,"Warrior'S Bride (The Warrior Series) (Harlequin Historicals, No 395)",Molly Moore
8381,"Warrior'S Passion (Harlequin Historicals, 440)",Molly Moore
8384,"Robber Bride (Harlequin Historical, No. 455)",Deborah Simmons
8389,"Hunter Of My Heart (Harlequin Historical, No. 460)",Janet Kendall
8452,"Bride Of The Isle (Harlequin Historical, No. 609)",Margo Maguire
9318,"Healing Hearts (Love Inspired, November 2000)",Cheryl Wolverton
10313,Passage Home,Alison McLeay
10393,Virgins of Paradise,Barbara Wood
10690,Pirate (Avon romance),Fabio
10704,Enchanted,Elizabeth Lowell
10854,Silver Lining (An Avon Camelot Book),Lois Szymanski
10938,My Wicked Fantasy (Avon Romantic Treasure),Karen Ranney
11069,My Beloved,Karen Ranney
13670,Another Chance to Dream,Lynn Kurland
14823,The Bodyguard,Joan Johnston
15205,Harriet the Spy,Louise Fitzhugh
15715,Lonesome River,Dorothy Garlock
15944,Sins of Summer,Dorothy Garlock
18203,Lord of My Heart,Jo Beverley
18364,Thunder and Roses (Fallen Angels),Mary Jo Putney
19370,Time Heals,Susan Collier
19660,Timeswept Brides,Mary Balogh
19673,Remember Love (Time Passages Series),Susan Plunkett
19710,The Very Thought of You,Lynn Kurland
20903,"Louisiana (Wagon's West Series, No 16)",Dana Fuller Ross
21931,The Standoff,Chuck Hogan
22637,"Angel Child, Dragon Child (Reading Rainbow)",Michele Surat Surat
27322,Better Homes and Gardens Americas Best Cross Stitch,Better Homes and Garden
27549,Subway Series Reader,Pete Hamill
27867,Amy's Answering Machine: Messages from Mom,Amy Borkowsky
30823,Highland Groom (Zebra Historical Romance),Hannah Howell
31122,Their First Noel,Leigh Greenwood
31313,Christmas Cookies,Katherine M. Eakin
32741,Fever,Elizabeth Lowell
33169,The Little Book Of Christmas Joys : 432 Things to Do for Yourself and Others that Just Might Make this the Best Christmas Ever,"H. Jackson, Jr. Brown"
33203,A 4th Course of Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield
33697,The Haunted Clubhouse (Wishbone Mysteries #2),Caroline Leavitt
10266,Caesar's Women (Masters of Rome Series),Colleen McCullough
17320,Iberia: Spanish Travels and Reflections,James A Michener
36009,Die Gerettete Zunge Geschichte Einer Jug,Elias Canetti
6729,Rainbow's End,Martha Grimes
9876,No Great Mischief (Vintage International (Paperback)),Alistair MacLeod
26499,The Sun Also Rises,Ernest Hemingway
33119,"The Confession (The Heritage of Lancaster County , No 2)",Beverly Lewis
198,Beyond Suspicion,James Grippando
19815,Running Blind (Jack Reacher Novels (Paperback)),Lee Child
27229,SANG SPELL,Phyllis Reynolds Naylor
10931,Krondor the Betrayal: : Book One of the Riftwar Legacy (Riftwar Legacy (Paperback)),Raymond E. Feist
25176,"Romulan Way (Classic Star Trek 35) (Star Trek, No 35)",Diane Duane
31666,Complete Sherlock Holmes,Arthur Conan Doyle
29862,Miss Lonelyhearts &amp; the Day of the Locust,Nathanael West
1,There's A Seal in my Sleeping Bag,Lyn Hancock
2473,Any four women could rob the Bank of Italy: A novel,Ann Cornelisen
2778,The Book of Guys: Stories,Garrison Keillor
6476,American Hero,Larry Beinhart
12625,The Polar Express,Chris Van Allsburg
13647,Chocolate Jesus,Stephan Jaramillo
19181,Red Badge of Courage (Dover Thrift Edition),Stephen Crane
23540,Wobegon Boy,Garrison Keillor
23596,The Vinyl Cafe Unplugged,Stuart McLean
30080,The Little Country,Charles de Lint
32190,How to Shit in the Woods: An Environmentally Sound Approach to a Lost Art,Kathleen Meyer
12771,Vital Signs,Robin Cook
24543,The Otherworld,Mercedes Lackey
31615,Murder at the FBI,Margaret Truman
32925,Gathering Lies,Meg O'Brien
8969,"Cowboy Who Came In From The Cold (Desire , No 1152)",Pamela MacAluso
36401,Di noi tre: Romanzo (Scrittori italiani),Andrea De Carlo
2241,Aunt Erma's Cope Book: How to Get from Monday to Friday in 12 Days,Erma Bombeck
2493,Winter in the Blood (Contemporary American Fiction Series),James Welch
18949,Baghdad Without a Map: And Other Misadventures in Arabia,Tony Horwitz
6839,A Reporter's Life,Walter Cronkite
12853,Charles Kuralt's America: Charles Kuralt,Charles Kuralt
33713,The Tea Planter's Bride/Cassette,Rosemary Rogers
916,Tao Te Ching,Stephen Mitchell
5416,Classics of Western Literature: Bloom County 1986-1989,Berke Breathed
10876,Lathe of Heaven,Ursula K. Le Guin
12606,The Lord of the Rings (Leatherette Collector's Edition),J. R. R. Tolkien
20061,The Martha Stewart Cookbook : Collected Recipes for Every Day,MARTHA STEWART
24743,"The Peacekeepers (Star Trek: The Next Generation, Book 2)",Gene DeWeese
26363,Very Bad Poetry,Ross Petras
28501,"The Internet for Dummies, Fifth Edition",John R. Levine
31581,The Pop-Up Book of M.C. Escher,M. C. Escher
31700,The Dragonlance Chronicles/Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition),Margaret Weis
31709,"The Brothers Majere (Dragonlance:  Preludes, Book 3)",Kevin Stein
32231,The Nectar of Instruction,A. C. Bhaktivedanta Swami Prabhupada
33292,"Firstborn (Dragonlance Elven Nations, Vol 1)",Paul B. Thompson
33295,"The Kinslayer Wars (Dragonlance Elven Nations, vol.2)",Douglas Niles
33300,Vampire of the Mists (Ravenloft Books),Christie Golden
33311,"The Cataclysm (Dragonlance Tales, Vol. V)",Margaret Weis
9280,Darling Daughters,Debbie Macomber
2393,Of Mice and Men/Cannery Row (2 Books in 1),John Steinbeck
2621,The Things They Carried (Contemporary American Fiction),Tim O'Brien
6401,The Question of Max (Kate Fansler Novels (Paperback)),AMANDA CROSS
6575,With Friends Like These... (An Amanada Pepper Mystery),Gillian Roberts
15776,Unnatural Causes,P. D. James
18385,Where or When,Anita Shreve
21242,"Alas, Babylon",PAT FRANK
24230,Hamlet,William Shakespeare
25648,FOOD : Mendel to Monsanto--The Promises and Perils of the Biotech Harvest,Susan Powter
9526,Miss Wyoming,Douglas Coupland
16370,Nathan's Run,John Gilstrap
19687,Undue Influence,Steven Paul Martini
19759,"In Danger's Path (Griffin, W. E. B. Corps, Bk. 8.)",W. E. B. Griffin
3129,"The Ear, the Eye, and the Arm",Nancy Farmer
13985,Honest Illusions,Nora Roberts
3022,Pippi in the South Seas,Astrid Ericsson Lindgren
12541,The Berenstain Bears' Moving Day (First Time Books),Stan Berenstain
4981,The Judgment (Judgement),William J Coughlin
10814,Dust,Charles R. Pellegrino
21474,Mistress of Justice,Jeffery Deaver
6452,Once upon a Time: A Treasury of Modern Fairy Tales,Lester Del Rey
35770,Das Geheimnis der Pineta.,Carlo Fruttero
35420,Der Herr der Augenringe.,Dschey Ar TollkÃ?Â¼hn
35679,Das Dilbert-Prinzip.,Scott Adams
6685,"In the Balance (Worldwar Series, Volume 1)",HARRY TURTLEDOVE
17595,Nuts,Claudia Reilly
36057,Das Aquarium: Roman,Thommie Bayer
3564,In This Mountain (Mitford Years (Paperback)),Jan Karon
4955,Angel Flying Too Close to the Ground,Annie Garrett
5071,Zen and the Art of Murder (St. Martin's Minotaur Mysteries),Elizabeth M. Cosin
9215,Tyler #9 Milky Way,Muriel Jensen
10993,Chasing Rainbow (Avon Light Contemporary Romances),Sue Civil-Brown
17729,Immoral Certainty,Robert K. Tanenbaum
32797,Waterfall,Carla Neggers
15292,SPEED CLEANING,JEFF CAMPBELL
35348,Die Germanistin.,Patricia Duncker
4878,The Nanny Murder Trial (St. Martin's True Crime Library),Don Davis
12488,Horton Hatches the Egg,Dr. Seuss
15994,Lincoln on Leadership : Executive Strategies for Tough Times,Donald T. Phillips
21256,The Greatest Miracle in the World,Og Mandino
23533,Financial Peace: Restoring Financial Hope to You and Your Family,Dave Ramsey
27362,Mickey and Goofy Down Under: An Adventure in Australia (Disney's Small World Library),Walt Disney Company
32142,A Dragon in a Wagon (Magic Castle Readers Language Arts),Jane Belk Moncure
2928,The Heart of the Matter (Essential Penguin),Graham Greene
3360,Shirley (Penguin Popular Classics),Charlotte Bronte
5841,Time to Dance,Melvyn Bragg
34283,Stargirl (Orchard Black Apple S.),Jerry Spinelli
34332,Oliver Twist (Wordsworth Classics),Charles Dickens
19293,Favorite Greek Myths (Dover Children's Thrift Classics),Bob Blaisdell
31594,"Futhark, a Handbook of Rune Magic",Edred Thorsson
32193,"Catflexing: The Catlover's Guide to Weightlifting, Aerobics &amp; Stretching",Stephanie Jackson
20303,All Bones and Lies,Anne Fine
36166,La tregua,Mario Benedetti
36210,Trajecte final (ColÂ¨lecciÃ³ universal de butxaca El Cangur ; 39),Manuel de Pedrolo
2895,Riven Rock,T. Coraghessan Boyle
698,Mrs. Kimble : A Novel,Jennifer Haigh
10842,I Sing the Body Electric! And Other Stories,Ray Bradbury
11357,From the Dust Returned: A Novel,Ray Bradbury
27224,The Agony of Alice (Alice),Phyllis Reynolds Naylor
96,Wolf Rider,Avi
1668,Cat Spitting Mad : A Joe Grey Mystery (Joe Grey Mysteries (Paperback)),Shirley Rousseau Murphy
5683,The Winds of War,Herman Wouk
6131,Garfield Weighs in (Garfield (Numbered Paperback)),Jim Davis
6270,"The Unabridged, Uncensored, Unbelievable Garfield",Jim Davis
6271,Garfield in Paradise,JIM DAVIS
6379,Centaur Aisle (Xanth Novels (Paperback)),Piers Anthony
13372,Majestic,Whitley Strieber
14188,Little Princess (Scholastic Classics),Frances Hodgson Burnett
15040,The Edge of Justice,Clinton McKinzie
15058,Point of Law,Clinton McKinzie
15459,"Mattimeo (Redwall, Book 3)",Brian Jacques
15537,"Taggerung (Redwall, Book 14)",Brian Jacques
15810,Glitz,Elmore Leonard
17419,"A Cat Abroad: The Further Adventures of Norton, the Cat Who Went to Paris, and His Human",Peter Gethers
17666,Lie Down With Lions (Signet),Ken Follett
18164,A Cat With No Clue: An Alice Nestleton Mystery (Alice Nestleton Mysteries (Paperback)),Lydia Adamson
21104,Qb VII,Leon Uris
22826,The Window,Carol Ellis
23611,EXOCET : EXOCET,Jack Higgins
25333,Iceberg (Dirk Pitt Adventures (Paperback)),Clive Cussler
27959,The Spy Who Came In from the Cold,John le Carre
5375,Night Pleasures (A Dark-Hunter Novel),Sherrilyn Kenyon
6945,The Silver Wolf,Alice Borchardt
6947,Night of the Wolf,Alice Borchardt
7085,The Wolf King,Alice Borchardt
7317,"Unsung Hero, The",SUZANNE BROCKMANN
7326,Bodyguard,SUZANNE BROCKMANN
7356,The Name of an Angel (Black Lace),Laura Thornton
8135,"Sawyer (The Buckhorn Brothers) (Temptation, 786)",Lori Foster
8282,All A Man Can Be  (Trouble in Eden),Virginia Kantra
9058,Scenes of Passion,Suzanne Brockmann
9133,"Improper Conduct: Chicago Heat (Harlequin Blaze, No 55)",Patricia Rosemoor
9302,Under His Skin,Linda Lael Miller
9310,Lip Service (National Consumer Promotion),Lori Foster
16814,Heartthrob,Suzanne Brockmann
19372,Embrace the Night,Amanda Ashley
19378,Sunlight Moonlight (Paranormal Romance),Amanda Ashley
19387,Shades of Gray (Paranormal Romance),Amanda Ashley
19401,Shielder,Catherine Spangler
19419,The Captive,Amanda Ashley
21247,Waiting for the Rain,SHEILA GORDON
23366,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien
23367,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien
26409,"The Nutcracker Ballet (Step-Into-Reading, Step 3)",Deborah Hautzig
28373,Behind Closed Doors,Shannon McKenna
28377,The Wilde Side,Janelle Denison
28390,Too Much Temptation,Lori Foster
28399,Bad Boys to Go,Lori Foster
28407,Bad Boys in Black Tie,Lori Foster
28753,"Everyday, Average Jones",Suzanne Brockmann
29588,The Unsung Hero,Suzanne Brockmann
30668,The King's Pleasure (Zebra Books),Shannon Drake
30704,Come the Morning,Shannon Drake
30714,Conquer the Night,Shannon Drake
30720,When Darkness Falls,Shannon Drake
30775,To Die for,Melanie George
33985,All Through the Night,Suzanne Forster
2171,Baby Be-Bop (Weetzie Bat),Francesca Lia Block
24824,CABAL,Robert L. Barker
31689,Bimbos of the Death Sun (Windwalker Book),Sharyn McCrumb
19112,The Runaway Quilt: An Elm Creek Quilts Novel,Jennifer Chiaverini
11192,Suture Self (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim
9638,On Green Dolphin Street : A Novel,SEBASTIAN FAULKS
25567,"Honor Among Enemies (Honor Harrington Series, Book 6)",David Weber
3194,A Connecticut Yankee at King Arthur's Court (Penguin Classics),Mark Twain
3925,Tess of the D'Urbervilles (World's Classics),Thomas Hardy
326,When Do Fish Sleep: And Other Imponderables of Everyday Life,David Feldman
6994,Outfoxed,Rita Mae Brown
81,"Sniglets (Snig'lit : Any Word That Doesn't Appear in the Dictionary, But Should)",Rich Hall
10125,"Marco Polo, If You Can",William F. Buckley
13369,Sisters in Crime 3 (Sisters in Crime),Marilyn Wallace
15741,Curses!,Aaron Elkins
16956,Glancing Light,Aaron Elkins
16965,Old Scores,Aaron Elkins
16966,A Deceptive Clarity,Aaron J. Elkins
17002,Cloak of Darkness,Helen MacInnes
17086,Mrs Pollifax on Safari,Dorothy Gilman
17108,Excellent Mystery,Ellis Peters
17302,IN THE BEGINNING,C Potok
17315,SEAWITCH,Alistair Maclean
17573,Lie Down With Lions,Ken Follett
17592,Christine,Stephen King
21445,Death in Blue Folders (Sigrid Harald Mystery),Margaret Maron
24213,EVIL UNDER THE SUN,Christie
29463,Sea of Troubles,Janet L. Smith
31056,Leo the Lop,Steve Cosgrove
32043,The Holy Thief (Brother Cadfael Mysteries (Hardcover)),Ellis Peters
6489,Moment in Time,Bertrice Small
8143,"Just Say Yes! (Harlequin Temptation, No 831)",Jim Wilson
3438,The Life of King Henry the Fifth (Pelican Shakespeare),William Shakespeare
25483,The Enchanted April,Elizabeth von Arnim
30094,Finn Mac Cool,Morgan Llywelyn
32042,Dangerous to Know,Margaret Yorke
17972,Cheaters,Eric Jerome Dickey
18120,The Crepes of Wrath (Pennsylvania Dutch Mysteries with Recipes (Paperback)),Tamar Myers
24767,INHERITANCE,Judith Michaels
29274,101 Essential Tips on Photography (101 Essential Tips),Michael John Langford
1311,These is My Words,Nancy Turner
12373,Legacies: A Chinese Mosaic,Bette Bao Lord
20962,Trinity,Leon Uris
20815,Balefire,Kenneth Goddard
